"Transcript","Condition_A","Condition_B"
"TR75473|c1_g3_i2",1.31,0.75
"TR109430|c0_g1_i1",0.11,0
"TR137844|c0_g1_i1",0.32,0.69
"TR40805|c0_g1_i1",2.67,2.84
"TR3264|c0_g4_i1",2.74,1.51
"TR151570|c1_g1_i1",0.28,0
"TR171677|c0_g1_i1",0.2,0
"TR73144|c1_g3_i7",0.39,0.32
"TR16940|c2_g1_i1",0.38,0.81
"TR76457|c0_g1_i1",0.82,1.18
"TR46763|c0_g1_i1",1.71,3.03
"TR19833|c0_g1_i5",2.31,2.56
"TR108356|c0_g2_i1",0.33,0.36
"TR162792|c0_g1_i1",0.36,0
"TR235305|c0_g1_i1",0.39,0
"TR48245|c2_g2_i1",1.23,1.32
"TR111952|c0_g1_i1",0.69,0.65
"TR52812|c0_g1_i1",0.81,0
"TR132885|c0_g2_i1",0.46,0.49
"TR222016|c0_g1_i1",0.57,0.82
"TR46779|c0_g3_i1",1.29,2.36
"TR68911|c1_g4_i1",0.33,0
"TR59639|c0_g2_i4",1.64,0.89
"TR156631|c0_g1_i1",0.96,0.81
"TR46015|c0_g1_i1",0.34,0.48
"TR89284|c0_g2_i1",0.35,0
"TR19784|c0_g3_i1",0.63,0.88
"TR143645|c0_g1_i1",1.17,1.6
"TR16374|c0_g1_i1",0.7,1.53
"TR25329|c0_g2_i4",0.34,0.38
"TR110380|c0_g1_i1",0.82,1.5
"TR228492|c0_g1_i1",0.3,0.32
"TR73088|c0_g1_i1",0.72,0
"TR94005|c0_g1_i1",0.52,0.28
"TR205420|c0_g1_i1",1.65,0.94
"TR229852|c0_g1_i1",0.26,0.27
"TR19830|c0_g5_i8",1.32,0
"TR15772|c4_g1_i2",0.63,0.64
"TR131652|c0_g2_i1",1.18,1.72
"TR8220|c1_g3_i7",0.94,0.52
"TR79893|c0_g1_i1",0.94,0.81
"TR140395|c0_g1_i1",1.13,0.89
"TR187812|c0_g1_i1",0.43,0.23
"TR128870|c0_g1_i1",0.61,0.61
"TR127420|c0_g1_i1",0.78,0.75
"TR58169|c0_g1_i3",1.86,0
"TR26949|c0_g4_i1",0.25,0
"TR58909|c0_g1_i13",0.49,0.89
"TR20511|c0_g3_i1",0.42,0.31
"TR90125|c0_g1_i1",0.29,0.2
"TR140158|c0_g1_i1",0.93,1.5
"TR10435|c0_g1_i1",0.49,0
"TR45535|c0_g1_i1",0.49,0.26
"TR27692|c0_g1_i1",0.74,1.59
"TR159619|c1_g1_i1",0.54,0.57
"TR27093|c0_g1_i1",0.98,1.29
"TR225329|c0_g1_i1",0.5,0.54
"TR90225|c0_g1_i1",1.15,0.04
"TR89654|c0_g1_i1",0.06,0
"TR65111|c0_g1_i2",0.19,0.54
"TR8153|c0_g1_i1",2.28,4.45
"TR141899|c0_g2_i1",1.63,0
"TR223455|c0_g1_i1",0.66,0.66
"TR104939|c0_g1_i1",0.45,0
"TR124397|c0_g1_i1",0.18,0
"TR53737|c0_g1_i1",0.36,0.26
"TR33492|c0_g2_i6",7.34,4.49
"TR94303|c0_g3_i1",0.27,0.61
"TR26554|c0_g1_i1",0.72,1.16
"TR213930|c0_g1_i1",0.22,0.23
"TR49065|c0_g3_i1",1.89,0.98
"TR44758|c0_g1_i1",0.78,0.56
"TR119873|c0_g2_i1",0.31,0.95
"TR157794|c0_g1_i1",0.45,0
"TR173979|c0_g1_i1",0.99,1.09
"TR92783|c0_g1_i1",15.57,20.79
"TR157910|c0_g1_i1",1.06,0
"TR160772|c0_g3_i1",2.78,2.94
"TR44914|c9_g1_i2",4.43,5.57
"TR26947|c0_g1_i2",0.94,0.03
"TR125402|c0_g1_i1",0.31,0
"TR162725|c0_g1_i1",0.18,0
"TR174300|c0_g1_i1",1.17,1.7
"TR35320|c0_g2_i8",0,1.41
"TR168402|c0_g1_i1",0,0.28
"TR15117|c2_g1_i1",1.25,1.81
"TR65121|c0_g1_i1",0.65,0.94
"TR84995|c1_g2_i1",0.85,0.64
"TR116442|c0_g1_i1",0.16,0.23
"TR20327|c1_g1_i1",0.15,0.28
"TR172005|c0_g1_i1",0.72,1.57
"TR227908|c0_g1_i1",0.61,0.93
"TR73091|c1_g1_i4",1.64,0.13
"TR205014|c0_g1_i1",1.77,3.01
"TR44862|c1_g1_i4",0.37,0.29
"TR163202|c1_g3_i1",2.11,2.96
"TR105108|c0_g1_i1",0.36,0
"TR52616|c0_g1_i1",0.53,0.3
"TR103023|c0_g1_i1",0.89,1.27
"TR231637|c0_g1_i1",0.73,0
"TR66209|c0_g1_i1",0.59,0.31
"TR132827|c0_g1_i3",5.4,3.67
"TR100385|c1_g2_i1",6.06,6.15
"TR220401|c0_g1_i1",1.77,1.94
"TR163282|c0_g2_i1",0.46,0.57
"TR8577|c0_g1_i1",0.3,0
"TR182982|c0_g1_i1",0.73,0.78
"TR21011|c0_g1_i1",0.84,0.75
"TR162435|c0_g2_i1",0.26,0.39
"TR128193|c0_g1_i1",1.04,1.55
"TR190672|c0_g1_i1",0.52,0.56
"TR210098|c0_g1_i1",0.35,0
"TR20495|c0_g1_i3",0.82,0.89
"TR20477|c0_g3_i1",1.23,1.17
"TR78510|c0_g1_i1",1.44,0.6
"TR11122|c0_g3_i6",0.07,0.08
"TR39931|c1_g6_i5",5.3,8.72
"TR18349|c0_g1_i3",1.1,2.1
"TR112196|c0_g1_i1",0.42,0.29
"TR238659|c0_g1_i1",0.74,0.55
"TR41431|c0_g1_i1",0.23,0
"TR166695|c0_g1_i1",0.89,1.94
"TR107145|c0_g1_i1",0.18,0.3
"TR46354|c0_g5_i1",0.43,0
"TR42338|c0_g1_i1",0.64,0.69
"TR179309|c0_g1_i1",1.19,1.72
"TR109268|c0_g1_i1",10.95,14.38
"TR137198|c0_g1_i1",0.27,0.28
"TR71493|c2_g10_i1",7.57,7.48
"TR198258|c0_g1_i1",0.17,0.36
"TR71449|c0_g3_i4",0.14,0
"TR80989|c0_g1_i4",0.05,0
"TR26474|c0_g1_i2",0.45,0.57
"TR161776|c0_g1_i1",0.82,1.03
"TR40102|c0_g1_i1",0.61,0
"TR44885|c2_g4_i5",0.51,1.15
"TR212715|c0_g1_i1",0.45,0.98
"TR162907|c0_g1_i2",1.81,1.99
"TR6153|c0_g6_i1",1.07,0.75
"TR150054|c0_g1_i1",0.32,0.48
"TR215419|c0_g1_i1",0.82,0
"TR191958|c0_g1_i1",0.85,0
"TR229756|c0_g1_i1",0.33,0
"TR51137|c0_g2_i4",0.74,0.68
"TR213905|c0_g1_i1",0.7,0
"TR235272|c0_g1_i1",0.5,0
"TR204197|c0_g1_i1",0.77,0.66
"TR151375|c0_g1_i1",0.77,0.72
"TR56339|c0_g1_i2",1.23,1.45
"TR111017|c0_g1_i1",2.67,2.65
"TR81541|c2_g12_i1",0.25,0
"TR10575|c0_g1_i1",0.74,1.62
"TR93323|c0_g1_i1",0.73,0.64
"TR2217|c0_g1_i1",0.34,0.85
"TR215092|c0_g1_i1",0.74,0.81
"TR6790|c0_g1_i1",0.46,0
"TR38132|c0_g1_i2",4.94,4.27
"TR175081|c0_g1_i1",0.73,0
"TR31736|c0_g6_i3",5.34,2.51
"TR146748|c0_g1_i2",0.89,2.03
"TR53976|c0_g1_i1",1.03,1.11
"TR135217|c0_g1_i1",0.4,0.65
"TR38969|c0_g2_i1",1.9,1.84
"TR26885|c0_g1_i1",0.89,0.97
"TR16560|c0_g1_i1",0.38,0.83
"TR23421|c0_g1_i1",0.5,0.35
"TR233657|c0_g1_i1",0.65,0.38
"TR168903|c0_g1_i1",0.76,1.66
"TR141518|c1_g1_i1",0.6,0.38
"TR68890|c0_g1_i3",0.61,1.45
"TR151918|c0_g1_i1",0.4,0.21
"TR6198|c5_g1_i1",0.64,0.75
"TR187483|c0_g1_i1",0.94,0.77
"TR158289|c0_g1_i1",0.04,0.36
"TR58795|c0_g1_i1",0.94,1.03
"TR111415|c0_g2_i1",0.34,0.37
"TR44866|c10_g4_i1",9.03,7.48
"TR56681|c1_g1_i1",0.49,1.07
"TR190632|c0_g1_i1",0.63,1.36
"TR103498|c0_g1_i1",2.65,2.16
"TR99463|c0_g1_i1",0.64,1.11
"TR2425|c0_g1_i6",0.48,0.55
"TR29102|c0_g1_i1",0.97,0
"TR71823|c0_g1_i1",0.39,0.5
"TR60177|c0_g1_i1",0.96,0.87
"TR205044|c0_g1_i1",0.83,1.5
"TR26921|c0_g1_i1",0.45,0.2
"TR88484|c0_g1_i1",0.69,0.59
"TR88356|c1_g1_i1",0.5,0
"TR59406|c0_g1_i1",0.3,0
"TR233700|c0_g2_i1",0.15,0
"TR193652|c0_g1_i1",0.3,0
"TR106061|c0_g2_i1",0.21,0.06
"TR39030|c2_g5_i1",13.84,38.78
"TR81563|c0_g2_i5",2.55,1.54
"TR14246|c0_g3_i2",0.89,0.97
"TR235791|c0_g1_i1",0.9,1.97
"TR101791|c0_g1_i1",1.02,0.74
"TR28664|c0_g1_i1",0.83,0
"TR33884|c0_g1_i1",0.27,0
"TR44936|c10_g13_i1",83.25,115.34
"TR37819|c0_g1_i1",0,0.68
"TR5748|c0_g1_i1",2.43,2.41
"TR32588|c0_g1_i1",0.66,0.85
"TR120414|c0_g1_i1",0.6,0.38
"TR14677|c0_g1_i3",0.16,0
"TR67030|c0_g1_i1",0.51,0.55
"TR121287|c0_g1_i1",0.48,0.73
"TR36044|c0_g1_i1",0.64,0.69
"TR94003|c0_g1_i1",0.37,0
"TR97270|c0_g2_i1",1.11,0.96
"TR160387|c0_g2_i1",1.26,2.76
"TR30507|c0_g1_i12",0.15,0.59
"TR114121|c0_g2_i1",0.46,1
"TR58158|c0_g1_i3",2.37,2.37
"TR58014|c0_g1_i1",0.66,0.51
"TR75208|c0_g1_i1",0.68,0.98
"TR97381|c2_g1_i1",0.49,1.09
"TR123920|c0_g1_i1",0.57,0
"TR51259|c0_g1_i1",0.3,0
"TR238470|c0_g1_i1",0.36,0.76
"TR31031|c0_g2_i5",0.39,0
"TR144915|c0_g2_i1",0.74,1.64
"TR127322|c0_g1_i1",1.17,0.85
"TR75248|c0_g1_i1",0.21,0
"TR143081|c2_g1_i1",1.01,1.54
"TR236702|c0_g1_i1",0.51,0.55
"TR217507|c0_g1_i1",1.17,0.01
"TR170376|c0_g1_i1",0.71,1.18
"TR92585|c0_g3_i2",0.21,0.47
"TR2291|c0_g1_i1",0.8,0
"TR16204|c0_g1_i1",0.49,0.35
"TR151262|c0_g1_i1",0.8,0.86
"TR49699|c0_g1_i1",0.82,0
"TR161068|c0_g1_i1",0.1,0
"TR137279|c0_g1_i1",0.52,0
"TR44895|c2_g5_i1",2.9,2.75
"TR106721|c0_g1_i1",1.05,1.16
"TR147591|c2_g1_i1",14.31,9.69
"TR73139|c3_g5_i1",1.56,1.45
"TR2433|c10_g1_i4",0.71,0.82
"TR152408|c0_g2_i1",15.83,15.94
"TR44938|c9_g5_i4",3.87,4.23
"TR163172|c0_g1_i2",0.08,0
"TR224417|c0_g1_i1",0.66,0
"TR191382|c0_g1_i1",1.01,1.1
"TR103784|c0_g1_i1",0.61,0
"TR112863|c0_g1_i1",0.55,0
"TR111288|c0_g2_i1",1.15,0.93
"TR178576|c0_g1_i1",1.19,0.52
"TR62616|c0_g2_i4",0.03,0
"TR114471|c0_g1_i1",9.89,9.07
"TR33485|c0_g1_i3",0.35,0.65
"TR112425|c0_g1_i1",1.81,1.67
"TR97073|c0_g1_i1",53.73,53.08
"TR37698|c0_g1_i1",0.41,0.44
"TR176623|c0_g1_i1",1.84,1.24
"TR144005|c0_g1_i1",0.49,1.07
"TR38015|c0_g3_i1",2.93,2.84
"TR214153|c0_g1_i1",0.31,0.53
"TR199275|c0_g1_i1",0.37,0
"TR7007|c0_g1_i1",2.24,2.15
"TR185109|c0_g1_i1",0.19,0
"TR235101|c0_g1_i1",0.86,0
"TR226851|c0_g1_i1",0.3,0
"TR132696|c0_g1_i1",3.07,1.48
"TR88948|c0_g1_i2",0.24,0.55
"TR77547|c0_g1_i1",0.37,0
"TR193597|c0_g1_i1",0.62,0.84
"TR76972|c1_g1_i9",0.04,0.49
"TR58872|c1_g2_i5",1.79,4.17
"TR237952|c0_g1_i1",0.72,1.54
"TR223305|c0_g1_i1",0.4,0.1
"TR45601|c0_g2_i6",0.19,0
"TR103605|c0_g1_i1",0.94,0.81
"TR42110|c0_g1_i3",2.33,2.46
"TR38129|c0_g1_i2",3.07,2.57
"TR51936|c1_g1_i1",3.55,1.84
"TR11125|c3_g1_i5",0.57,1.06
"TR189267|c0_g1_i1",0.74,0
"TR44878|c0_g3_i3",0.81,0.93
"TR25247|c1_g1_i1",2.91,4.13
"TR5370|c0_g1_i1",0.43,0
"TR53371|c0_g1_i1",0,0.51
"TR116272|c0_g1_i1",0.24,0
"TR1838|c0_g1_i1",2.07,2.6
"TR230524|c0_g1_i1",0.23,0
"TR226368|c0_g1_i1",0.44,1.06
"TR195851|c0_g1_i1",0.7,0.41
"TR45157|c0_g1_i15",0.51,0.42
"TR25551|c0_g10_i1",0.82,1.23
"TR179699|c0_g1_i1",0.29,0.44
"TR15757|c0_g1_i5",0.33,0.25
"TR48442|c0_g1_i3",1.12,1.64
"TR42853|c3_g12_i1",0.65,0.71
"TR70027|c2_g2_i1",0.91,1.43
"TR189238|c0_g1_i1",0.34,0
"TR42935|c6_g1_i1",1.87,2.05
"TR3557|c0_g1_i1",0.65,0.83
"TR147652|c0_g1_i1",0.37,0.33
"TR25542|c6_g3_i1",1.16,1.47
"TR115534|c0_g1_i2",0,0.39
"TR11005|c0_g1_i1",0.4,0
"TR145516|c0_g1_i1",1.39,1.01
"TR99513|c0_g1_i1",0.82,1.08
"TR196962|c0_g1_i1",0.27,0.59
"TR15778|c5_g1_i3",1.32,1.92
"TR24244|c0_g1_i1",1.21,1.38
"TR29251|c0_g2_i4",0.26,0
"TR40016|c3_g1_i5",2.82,1.54
"TR148072|c0_g1_i1",1.33,1.94
"TR132265|c0_g1_i1",0.48,0.55
"TR182967|c0_g1_i1",0.45,0.38
"TR56484|c0_g1_i1",1.52,0.91
"TR228320|c0_g1_i1",0.91,1
"TR143192|c0_g2_i1",1.62,1.79
"TR5295|c0_g1_i1",0.38,0.75
"TR169088|c0_g1_i1",0.32,0.69
"TR81583|c0_g5_i2",1.8,1.58
"TR225811|c0_g1_i1",0.39,0
"TR33843|c0_g1_i1",0.86,0.94
"TR31748|c0_g1_i2",0.52,0
"TR78515|c5_g6_i1",0.39,0
"TR219010|c0_g1_i1",18.6,17.76
"TR186325|c0_g1_i1",0.57,1.22
"TR188449|c0_g1_i1",0.82,1.79
"TR147793|c0_g1_i1",34.41,29.18
"TR234611|c0_g1_i1",0.79,1.35
"TR165033|c0_g1_i1",0.74,0
"TR24448|c0_g1_i1",0.68,0.24
"TR179367|c0_g1_i1",0.48,0
"TR141784|c0_g1_i1",1.6,1.64
"TR208961|c0_g1_i1",0.68,0.37
"TR34066|c0_g1_i1",0.91,1.32
"TR158105|c0_g2_i1",3.73,3.53
"TR51696|c1_g5_i1",2.34,2.55
"TR3346|c0_g1_i1",1.69,2.15
"TR125570|c0_g1_i1",0.54,0.91
"TR135672|c0_g2_i1",0.3,0
"TR126853|c0_g1_i1",1.46,0.85
"TR10451|c0_g1_i1",0.68,1.45
"TR145821|c0_g1_i1",0.83,0.45
"TR86698|c0_g1_i6",0.96,1.03
"TR16999|c0_g1_i1",0.13,0
"TR58382|c0_g1_i1",9.83,8.6
"TR109234|c0_g1_i1",0.61,0.32
"TR4763|c0_g1_i1",2.26,2.64
"TR178245|c0_g1_i1",0.58,0.62
"TR118867|c0_g1_i1",7.91,7.62
"TR107969|c0_g1_i1",4.6,4.29
"TR121948|c0_g1_i1",1.13,0.98
"TR33341|c0_g1_i1",2.1,1.83
"TR25802|c3_g1_i1",0.59,0.67
"TR67296|c0_g1_i6",0.94,0.68
"TR114242|c0_g3_i1",0.39,0.62
"TR208349|c0_g1_i1",0.54,0.58
"TR8168|c0_g1_i1",2.75,2.24
"TR30429|c0_g1_i13",2.37,2.1
"TR29487|c0_g1_i1",0.24,0
"TR168913|c0_g1_i1",0.48,1.05
"TR126205|c0_g1_i1",0.45,0.24
"TR89143|c0_g1_i1",0.41,0.44
"TR72015|c0_g1_i1",0.71,0.58
"TR88755|c0_g1_i1",0.14,0
"TR9977|c0_g1_i1",1.67,1.99
"TR119262|c1_g1_i1",0.61,0.62
"TR114989|c0_g1_i1",1.56,1.7
"TR82006|c0_g1_i9",0.2,0
"TR74425|c0_g1_i1",2.9,2.6
"TR141073|c0_g2_i1",0.59,1.31
"TR57781|c3_g1_i2",0.4,0.49
"TR36154|c0_g1_i1",0.92,2.02
"TR151763|c0_g2_i1",0.19,0
"TR170838|c0_g1_i1",0.46,0.25
"TR103034|c0_g1_i1",0.9,0.03
"TR63676|c0_g2_i1",1.27,0.02
"TR237108|c0_g1_i1",0.45,0.47
"TR171337|c0_g1_i1",0.29,0.41
"TR218017|c0_g1_i1",1.14,0.98
"TR4643|c0_g1_i1",0.72,0.19
"TR231161|c0_g1_i1",0.46,0
"TR228578|c0_g1_i1",1.51,1.1
"TR236193|c0_g1_i1",0.37,0.27
"TR152393|c0_g2_i1",6.4,7.89
"TR149708|c0_g1_i1",0.44,0.68
"TR13274|c0_g1_i1",0.53,0.69
"TR175726|c0_g1_i1",0.75,1.55
"TR8202|c0_g1_i4",1.56,2.57
"TR101896|c0_g1_i1",1.82,0.79
"TR195616|c0_g1_i1",1.12,0.48
"TR18751|c0_g1_i1",1.54,3.05
"TR190949|c0_g1_i1",0.31,0
"TR203126|c0_g1_i1",0.87,0
"TR95877|c0_g2_i1",0,0.24
"TR59952|c0_g1_i1",1.42,1.04
"TR116506|c1_g1_i1",19.52,18.22
"TR70977|c0_g1_i1",0.91,0.73
"TR154791|c0_g1_i1",1.01,1.6
"TR220318|c0_g1_i1",1,0
"TR429|c0_g1_i1",0.48,0
"TR45576|c2_g4_i5",0.89,1.51
"TR208324|c0_g1_i1",0.57,0
"TR168436|c0_g1_i1",0.3,0
"TR141699|c0_g1_i1",1.23,0.84
"TR80096|c3_g3_i1",0.9,0
"TR137981|c0_g1_i1",1.87,1.99
"TR7216|c0_g1_i1",0.53,1.16
"TR179613|c0_g1_i1",0.3,0
"TR27894|c0_g1_i1",0.51,0
"TR118611|c0_g1_i1",0.87,0.53
"TR31036|c0_g3_i1",0.98,0.87
"TR50981|c0_g1_i1",0.86,0.81
"TR211293|c0_g1_i1",0.46,0.5
"TR157122|c0_g1_i1",0.41,0.31
"TR100191|c0_g2_i1",0.56,0.62
"TR123623|c0_g1_i1",3.8,0
"TR233082|c0_g1_i1",0.18,0.13
"TR198085|c0_g1_i1",0.95,0.8
"TR5711|c0_g1_i7",0.37,0
"TR103625|c0_g2_i1",0.52,1.36
"TR28783|c0_g5_i1",0.44,0.41
"TR25394|c0_g1_i1",0,0.48
"TR48686|c0_g2_i1",2.52,0.71
"TR27985|c0_g1_i1",0.43,0
"TR41858|c0_g2_i6",0.75,0.81
"TR155549|c0_g2_i3",1.67,2.2
"TR41854|c0_g1_i3",1.41,0.58
"TR59527|c0_g1_i2",0.51,0.12
"TR109928|c0_g2_i1",1.13,1.08
"TR21134|c0_g2_i8",1.22,0.86
"TR162948|c1_g4_i1",0.45,0.22
"TR157055|c0_g2_i1",0.46,0.43
"TR91860|c0_g1_i1",0.9,0.93
"TR225825|c0_g1_i1",0.72,1.57
"TR147293|c0_g1_i1",0.96,0.62
"TR113626|c0_g1_i1",0.65,0.81
"TR71992|c0_g1_i1",0.54,0
"TR67307|c1_g1_i3",1.02,1.1
"TR63732|c0_g1_i1",1.29,1.22
"TR46898|c2_g1_i1",0.33,0
"TR229614|c0_g1_i1",0.56,0.61
"TR205787|c0_g1_i1",0.47,0
"TR29807|c0_g1_i1",0.43,0
"TR211692|c0_g1_i1",0.48,0.34
"TR115146|c0_g1_i1",0.41,0.3
"TR64303|c0_g1_i1",0.9,0
"TR112449|c0_g2_i1",0.52,0
"TR192262|c0_g1_i1",0.59,0.32
"TR177315|c0_g1_i1",0.46,1
"TR151398|c0_g2_i1",0.46,0.53
"TR115153|c0_g1_i1",0.57,0
"TR228889|c0_g1_i1",0.42,0.92
"TR35560|c0_g1_i1",0.56,0.68
"TR21057|c0_g1_i5",0.72,0
"TR193188|c0_g1_i1",0.38,0
"TR166058|c0_g1_i1",1.02,1.12
"TR29152|c0_g1_i1",0.93,0.69
"TR120431|c0_g1_i2",1.58,1.81
"TR146514|c0_g1_i1",0.01,0.22
"TR154202|c0_g4_i1",0.52,0.34
"TR77291|c0_g3_i2",0.53,0.4
"TR136407|c0_g2_i1",0.06,0.19
"TR121438|c1_g1_i1",0.52,1.11
"TR48703|c1_g2_i1",0.58,0.29
"TR171351|c0_g1_i1",1.04,1.14
"TR74530|c6_g2_i1",1.47,0.98
"TR27357|c0_g1_i1",0.78,0
"TR202997|c0_g1_i1",0.43,1.02
"TR63616|c3_g1_i7",0.43,0.58
"TR221438|c0_g1_i1",0.41,0
"TR213898|c0_g1_i1",0.74,0.8
"TR108829|c1_g1_i1",0.34,0
"TR176774|c0_g1_i1",0.58,1.45
"TR231500|c0_g1_i1",0.59,1.44
"TR109834|c1_g1_i2",2.61,2.53
"TR60400|c0_g1_i1",0.42,1.2
"TR187156|c0_g1_i1",0.29,0.62
"TR56510|c1_g1_i1",44.92,29.51
"TR227964|c0_g1_i1",0.55,0
"TR192481|c0_g1_i1",0.31,0.34
"TR68103|c0_g1_i1",7.13,7.09
"TR186210|c0_g1_i1",3.58,2.55
"TR214205|c0_g1_i1",1.13,1.33
"TR158043|c0_g1_i1",0.87,0.74
"TR80949|c0_g3_i1",45.7,45.91
"TR40752|c0_g1_i2",2.34,2.76
"TR80118|c0_g1_i1",2.13,1.86
"TR49207|c1_g3_i5",0.39,0.24
"TR53335|c0_g1_i1",5.06,3.3
"TR72209|c0_g1_i1",0.4,0.19
"TR57472|c0_g2_i1",0.13,1.11
"TR227245|c0_g1_i1",0.17,0.19
"TR44948|c1_g3_i1",0,0.7
"TR54691|c0_g1_i1",0.21,0.23
"TR35375|c0_g1_i1",0.25,0.53
"TR51705|c5_g3_i1",8,5.6
"TR19657|c0_g1_i1",3.71,3.56
"TR169982|c0_g1_i1",0.5,1.1
"TR81522|c0_g3_i2",0.09,0.25
"TR72672|c3_g1_i2",1,0.6
"TR76901|c0_g3_i1",2.27,2.73
"TR105279|c0_g1_i2",2.82,3.38
"TR37135|c0_g4_i5",0.86,0.85
"TR174488|c0_g1_i1",1.02,0
"TR169156|c0_g1_i1",1.2,0.87
"TR53108|c0_g2_i6",1.06,1.1
"TR14630|c0_g1_i1",1.54,2.6
"TR214308|c0_g1_i1",0.79,0.34
"TR148896|c0_g1_i1",0.31,0.68
"TR93465|c1_g1_i1",1.38,1.98
"TR84711|c0_g1_i1",0.19,0.4
"TR75109|c0_g1_i1",0.3,0.06
"TR30714|c0_g1_i1",0.14,0
"TR234006|c0_g1_i1",0.51,0
"TR57086|c0_g1_i1",0.84,0.23
"TR192119|c0_g1_i1",0.76,0.75
"TR17899|c0_g1_i1",0.71,0.61
"TR136083|c1_g1_i1",0.43,0.86
"TR52628|c0_g1_i1",1,1.6
"TR197953|c0_g1_i1",0.78,0.63
"TR141130|c0_g1_i1",0.42,0
"TR98514|c0_g2_i1",0.89,0.97
"TR224505|c0_g1_i1",0.17,0.37
"TR73779|c10_g1_i2",2.51,3.72
"TR54637|c0_g1_i1",2.84,3.53
"TR53573|c0_g1_i1",0.7,0.77
"TR1297|c1_g7_i1",34.2,35.89
"TR8741|c0_g1_i1",0.34,0.19
"TR87288|c0_g1_i1",1.34,1.57
"TR79926|c4_g1_i1",0.11,0.29
"TR192388|c0_g1_i1",1.02,1.48
"TR63722|c2_g2_i4",0.93,0
"TR60405|c0_g1_i1",2.8,3.49
"TR84519|c5_g3_i1",2.59,3.62
"TR135952|c0_g1_i1",0.15,0.35
"TR92918|c0_g1_i1",0,0.24
"TR15841|c8_g2_i1",0.36,0.9
"TR90679|c0_g4_i1",1.04,1.74
"TR182769|c0_g1_i1",0.43,0
"TR42404|c0_g1_i1",1.13,0.73
"TR3575|c0_g1_i1",0.88,1.13
"TR53048|c0_g1_i1",0.45,0
"TR78533|c0_g1_i5",1.01,0.99
"TR29313|c0_g1_i1",1.47,1.19
"TR191824|c0_g2_i1",0.65,0
"TR95472|c0_g1_i1",0.29,0.3
"TR29419|c0_g1_i1",0.74,0.8
"TR145589|c0_g1_i1",0.62,0
"TR29453|c0_g1_i1",0.64,0.5
"TR42065|c2_g2_i1",3.32,3.1
"TR122132|c0_g2_i1",0.24,0.33
"TR75358|c0_g1_i1",1.12,0.61
"TR212553|c0_g1_i1",0.8,0
"TR50360|c0_g1_i1",0.56,0
"TR129382|c0_g1_i1",2.84,2.38
"TR7435|c2_g1_i1",1.15,0.88
"TR47862|c0_g1_i1",0.78,0.83
"TR147324|c0_g1_i1",3.02,4.39
"TR28808|c0_g1_i1",0.15,0.33
"TR107919|c0_g1_i1",0.66,0.37
"TR144671|c0_g1_i3",0.35,0
"TR145083|c0_g2_i1",0.52,0
"TR229070|c0_g1_i1",0.65,0.7
"TR119836|c0_g2_i1",0.42,0
"TR48413|c1_g5_i1",0.16,0.25
"TR90650|c0_g1_i1",0.51,0
"TR126752|c0_g3_i1",148.28,148.11
"TR28326|c0_g1_i1",0.56,0.6
"TR29705|c0_g1_i8",3.73,3.78
"TR68859|c6_g2_i1",1.93,0.84
"TR40958|c0_g1_i1",1.53,0.45
"TR38000|c0_g1_i1",2.65,3.79
"TR233309|c0_g1_i1",0.9,1.33
"TR222226|c0_g1_i1",0.83,0.9
"TR82031|c3_g1_i2",0.52,0.64
"TR71393|c2_g7_i1",1.8,0.78
"TR212551|c0_g1_i1",0.38,0.4
"TR44417|c0_g1_i1",0.27,0
"TR125200|c0_g1_i1",0.48,0.95
"TR85134|c0_g1_i1",1.39,2.27
"TR69996|c0_g1_i1",2.94,2.45
"TR50792|c0_g3_i1",0.83,2.47
"TR45590|c0_g1_i1",2.13,1.5
"TR220353|c0_g1_i1",0.65,0.7
"TR76093|c5_g4_i2",0.61,1.31
"TR25773|c1_g2_i3",5.77,4.17
"TR123996|c0_g1_i1",0.59,1.27
"TR50034|c0_g1_i1",0.26,0
"TR200048|c0_g1_i1",1.07,0
"TR26369|c0_g1_i1",0.24,0.42
"TR48402|c7_g12_i5",0.82,0.9
"TR67770|c2_g1_i1",1.61,1.04
"TR227691|c0_g1_i1",0.69,0
"TR23964|c0_g1_i1",0.53,0
"TR37081|c0_g1_i2",1.65,2.03
"TR159716|c0_g1_i1",0.75,0.33
"TR101294|c0_g1_i1",0.69,0.98
"TR125306|c0_g1_i1",0.72,0.77
"TR221688|c0_g1_i1",1.04,1.14
"TR196860|c0_g1_i1",0.49,1.07
"TR2412|c2_g2_i4",0.79,0.68
"TR79899|c5_g3_i4",0.49,0.26
"TR73725|c1_g2_i2",0.14,0.23
"TR104105|c0_g1_i1",0.64,0.66
"TR69000|c0_g1_i1",0.52,0
"TR16667|c0_g1_i1",0.5,1.09
"TR151888|c0_g1_i1",0.64,1.32
"TR124594|c0_g1_i1",0.78,0.68
"TR55213|c0_g1_i1",0.96,1.55
"TR12842|c0_g1_i1",0.25,0.43
"TR206799|c0_g1_i1",0.42,0.71
"TR178137|c0_g1_i1",1.68,0
"TR153445|c0_g1_i1",1.28,1.27
"TR15686|c0_g1_i1",0.41,0.5
"TR126867|c0_g1_i1",5.36,4.81
"TR121911|c0_g1_i1",0.77,0.68
"TR150619|c0_g2_i1",0.55,0.67
"TR125503|c0_g2_i1",0.45,0.5
"TR9541|c1_g2_i1",1.63,1.84
"TR2260|c0_g1_i1",0.38,0.37
